,frequency,docIDs
виринали,2,"[7, 17]"
дичів,1,[7]
судорожне,1,[7]
діткнулося,1,[7]
порятунку,2,"[7, 10]"
дібрана,1,[7]
благаючим,1,[7]
зів'ялі,2,"[7, 13]"
здезертирувати,1,[7]
підперезана,2,"[7, 9]"
химерам,1,[7]
повдовіла,1,[7]
упораєшся,2,"[7, 17]"
цісарський,1,[7]
бички,1,[7]
знаходили,1,[7]
лінивства,1,[7]
фізичної,2,"[7, 10]"
цілуватимуть,1,[7]
дарую,1,[7]
шепотіло,1,[7]
невидимо,3,"[7, 10, 15]"
старіє,1,[7]
вигравав,3,"[7, 9, 15]"
відновлено,1,[7]
придивлятися,1,[7]
соромилася,1,[7]
змішати,1,[7]
найстрашнішім,1,[7]
поховає,2,"[7, 8]"
всмоктувалися,1,[7]
надумалася,1,[7]
висунулася,1,[7]
горіти,3,"[7, 15, 17]"
дави,3,"[7, 8, 17]"
пересвідчення,1,[7]
несміливі,1,[7]
переіначити,1,[7]
поставлено,2,"[7, 10]"
нутрі,1,[7]
лестило,1,[7]
тодорику,1,[7]
запалахкотів,1,[7]
замітивши,1,[7]
кристалізувалися,1,[7]
передаси,2,"[7, 10]"
утрату,1,[7]
квапною,1,[7]
кається,2,"[7, 9]"
роздразнений,1,[7]
натискаючи,1,[7]
підпалив,3,"[7, 15, 16]"
грядку,1,[7]
зачинить,1,[7]
наміри,3,"[7, 8, 10]"
бутний,1,[7]
пишалось,1,[7]
хмарні,2,"[7, 10]"
тиканням,1,[7]
здійснити,2,"[7, 10]"
плекати,1,[7]
пукали,1,[7]
варварський,2,"[7, 10]"
лакомий,1,[7]
запалася,2,"[7, 13]"
строгість,2,"[7, 15]"
понеділка,1,[7]
будою,1,[7]
денній,1,[7]
розмірковував,2,"[7, 12]"
перехреститись,1,[7]
кулеш,1,[7]
хорої,1,[7]
неозначеними,1,[7]
висапати,1,[7]
гречці,1,[7]
лагідними,2,"[7, 12]"
миліша,1,[7]
ніколитаки,1,[7]
неприязний,2,"[7, 8]"
змінивши,2,"[7, 10]"
біллям,1,[7]
відзискувала,1,[7]
лишило,1,[7]
гіпнотизувала,1,[7]
потонула,5,"[7, 8, 10, 11, 17]"
спостерігло,1,[7]
допитувалася,1,[7]
перепудилася,1,[7]
лишить,1,[7]
розлуці,1,[7]
гвер,1,[7]
доробитися,1,[7]
підкинувши,2,"[7, 10]"
зобов'язалося,1,[7]
здійми,1,[7]
учинків,1,[7]
капрал,2,"[7, 8]"
справунках,1,[7]
досипляєш,1,[7]
улискувалося,1,[7]
забавилася,1,[7]
чіпати,2,"[7, 11]"
з'являвся,3,"[7, 10, 15]"
розсміявся,1,[7]
доленьки,1,[7]
гарнізоновому,1,[7]
лишила,2,"[7, 10]"
поодиноко,1,[7]
зрівнялася,1,[7]
посвячує,1,[7]
білілася,1,[7]
потягнений,1,[7]
ревіння,2,"[7, 15]"
стрічав,1,[7]
доброти,1,[7]
мольбою,1,[7]
цісарської,1,[7]
вихру,1,[7]
втискав,1,[7]
розбігаються,1,[7]
осередком,2,"[7, 10]"
челядинській,1,[7]
існувало,1,[7]
приспить,1,[7]
загонів,1,[7]
потомилися,1,[7]
відскочило,1,[7]
збивала,1,[7]
балакуна,1,[7]
дрібної,2,"[7, 12]"
наглядаючи,1,[7]
жолоба,1,[7]
весняному,3,"[7, 10, 17]"
тріскучих,1,[7]
звуками,2,"[7, 8]"
пошукувати,1,[7]
ярко,1,[7]
замикала,1,[7]
доріс,1,[7]
звертався,4,"[7, 8, 10, 15]"
настроєна,1,[7]
вдвоє,4,"[7, 8, 11, 17]"
засоромлення,1,[7]
поховаю,2,"[7, 8]"
зачепилося,1,[7]
зірвавши,2,"[7, 17]"
листопад,2,"[7, 10]"
тамтих,1,[7]
посій,1,[7]
лопата,2,"[7, 12]"
сформувалися,1,[7]
здобувала,1,[7]
спитався,1,[7]
колосом,2,"[7, 17]"
кімнатами,1,[7]
полатаних,1,[7]
позори,1,[7]
лакомився,1,[7]
схиляючися,1,[7]
поминальний,1,[7]
сірнички,1,[7]
тупій,1,[7]
побідною,1,[7]
привичці,1,[7]
психічних,1,[7]
визирати,1,[7]
зів'ялим,1,[7]
татом,2,"[7, 11]"
рівновазі,1,[7]
оцій,3,"[7, 8, 14]"
привичка,2,"[7, 13]"
роїв,1,[7]
успокоєння,1,[7]
погоню,2,"[7, 13]"
замулений,1,[7]
микало,1,[7]
меви,1,[7]
жалують,1,[7]
розцвіті,1,[7]
лісну,1,[7]
розкуйовданим,1,[7]
урадувався,1,[7]
покличу,3,"[7, 8, 14]"
сльозоньку,1,[7]
чарівниця,3,"[7, 10, 11]"
паприки,1,[7]
обопільного,1,[7]
прикази,1,[7]
утримуєш,1,[7]
шутер,1,[7]
справлю,1,[7]
розіб'юся,1,[7]
глумливо,1,[7]
набирали,4,"[7, 11, 12, 15]"
ножик,4,"[7, 9, 10, 12]"
вхопилася,2,"[7, 12]"
усюдам,1,[7]
прикритий,1,[7]
причинилося,1,[7]
половики,1,[7]
багацька,1,[7]
призначена,1,[7]
стьожкувате,1,[7]
догода,1,[7]
доторкнути,1,[7]
обходило,1,[7]
об'ясняла,1,[7]
врубати,1,[7]
бараболі,1,[7]
підозрівала,1,[7]
враженою,1,[7]
двигалася,1,[7]
будучу,1,[7]
забігати,2,"[7, 17]"
відзискати,1,[7]
отуманення,1,[7]
маріцена,1,[7]
самітні,1,[7]
процідила,2,"[7, 17]"
добачав,2,"[7, 10]"
відведуть,1,[7]
легкосиню,1,[7]
залізній,1,[7]
дивлячися,1,[7]
вивандровує,1,[7]
доказ,4,"[7, 10, 11, 13]"
варила,5,"[7, 10, 11, 15, 17]"
замираюче,1,[7]
прямувало,2,"[7, 8]"
обдавали,1,[7]
розбурханій,1,[7]
прибирало,1,[7]
знеохочені,1,[7]
схилялися,2,"[7, 15]"
безчисленними,1,[7]
окаменілий,1,[7]
розсталася,1,[7]
хмарною,1,[7]
стягнулися,1,[7]
погасли,4,"[7, 9, 12, 17]"
вгадували,1,[7]
стрійно,1,[7]
відокремленої,1,[7]
замахів,1,[7]
незвичайною,1,[7]
висміювалися,1,[7]
безнастанно,1,[7]
улегшить,1,[7]
корчик,1,[7]
небіжкимами,1,[7]
анна,1,[7]
чутті,1,[7]
зчудовано,1,[7]
зобов'язався,1,[7]
значок,1,[7]
божезітхнула,1,[7]
зжурена,1,[7]
абу,1,[7]
трясучися,1,[7]
бездонній,1,[7]
серету,1,[7]
терпливо,2,"[7, 13]"
машиною,1,[7]
циганка,1,[7]
жінкі,1,[7]
замкненими,1,[7]
вирине,1,[7]
смиком,1,[7]
перетягалися,1,[7]
злорадість,1,[7]
заридавши,1,[7]
строгі,2,"[7, 15]"
вдала,1,[7]
яснішою,1,[7]
розрадою,2,"[7, 10]"
вичитували,1,[7]
похмуроблискучими,1,[7]
таємний,1,[7]
з'являтися,1,[7]
вмовив,1,[7]
втратили,2,"[7, 10]"
михайлик,1,[7]
фукає,1,[7]
лизало,1,[7]
західній,2,"[7, 8]"
старині,2,"[7, 15]"
вирватися,2,"[7, 10]"
безмовну,1,[7]
впорається,1,[7]
справдішня,1,[7]
духовно,2,"[7, 10]"
перевернулося,1,[7]
поривисто,1,[7]
скоромне,1,[7]
непам'ятних,1,[7]
приневолювати,1,[7]
насичена,1,[7]
нарікань,1,[7]
обпершися,1,[7]
орудками,1,[7]
христова,2,"[7, 17]"
скорих,1,[7]
непоказний,1,[7]
xxxi,1,[7]
бляшаній,1,[7]
корчми,3,"[7, 8, 17]"
анною,1,[7]
ремінцем,1,[7]
сучави,1,[7]
нарікає,2,"[7, 8]"
умерлий,1,[7]
ударювання,1,[7]
свининою,1,[7]
видумкам,1,[7]
підпілітькає,1,[7]
николайка,1,[7]
затягнулася,1,[7]
хиталися,1,[7]
научав,1,[7]
відкрила,1,[7]
рогіз,1,[7]
писарева,1,[7]
балакань,1,[7]
вигребущим,1,[7]
пошпотавшися,1,[7]
відізвалося,1,[7]
шпоталися,1,[7]
боролася,2,"[7, 17]"
наднесу,1,[7]
задиханої,1,[7]
задовжував,1,[7]
невтомима,1,[7]
пригадалося,1,[7]
ніжними,2,"[7, 10]"
присунувшися,1,[7]
стиснувся,1,[7]
зважлива,1,[7]
грибами,1,[7]
gar,1,[7]
дізнавшись,3,"[7, 10, 14]"
величавовисоке,1,[7]
скалічений,1,[7]
наймається,1,[7]
газдинями,1,[7]
доповняв,1,[7]
звучок,1,[7]
постарілася,1,[7]
зачесаним,1,[7]
збиткуванням,1,[7]
псує,5,"[7, 8, 9, 10, 14]"
савину,1,[7]
виривалися,1,[7]
перечислила,1,[7]
поносили,1,[7]
сумовиту,1,[7]
усміхнешся,2,"[7, 8]"
опустять,1,[7]
осліпила,1,[7]
зігнулася,1,[7]
молилося,1,[7]
просьбами,1,[7]
несказанну,1,[7]
скакало,2,"[7, 15]"
найдорожча,2,"[7, 10]"
чільної,1,[7]
кутику,2,"[7, 15]"
відходити,1,[7]
добачила,1,[7]
пускатися,1,[7]
стурбована,1,[7]
пождати,1,[7]
спічнете,1,[7]
кутиків,2,"[7, 12]"
продавала,3,"[7, 8, 17]"
посторонок,1,[7]
поділася,1,[7]
поколисалися,1,[7]
егзецирувалися,1,[7]
розлучаючи,1,[7]
інструмента,1,[7]
перестрах,1,[7]
вилисів,1,[7]
викрадатися,1,[7]
щедрі,2,"[7, 11]"
затирала,1,[7]
покутувати,1,[7]
одинокі,2,"[7, 8]"
допильнувати,1,[7]
грався,3,"[7, 8, 12]"
важився,1,[7]
витріщаючися,1,[7]
перелазу,1,[7]
одіжжю,1,[7]
зайнялися,3,"[7, 8, 10]"
немило,1,[7]
вимащувала,1,[7]
перейняло,1,[7]
розірваних,1,[7]
підчинявся,1,[7]
цвяхом,2,"[7, 15]"
змірила,1,[7]
сінце,1,[7]
дрібницю,1,[7]
сопівкою,1,[7]
мольбі,1,[7]
перейнятий,2,"[7, 10]"
звіздки,1,[7]
схоронити,1,[7]
пристрасною,1,[7]
бика,1,[7]
снило,1,[7]
дровами,2,"[7, 17]"
найліпшої,1,[7]
встрявав,1,[7]
неголосним,1,[7]
примкнувши,1,[7]
надвечір'ю,1,[7]
громадками,1,[7]
поєний,1,[7]
картами,1,[7]
пережиту,1,[7]
шахрайка,2,"[7, 10]"
перекривлений,1,[7]
перешукали,1,[7]
одурів,3,"[7, 8, 16]"
захланний,1,[7]
переконуюче,1,[7]
зморщила,1,[7]
погодував,1,[7]
doch,1,[7]
балаканку,1,[7]
урльопі,1,[7]
спічнув,1,[7]
полискуючись,1,[7]
глупоти,1,[7]
спинилося,2,"[7, 10]"
гадяче,1,[7]
схочеться,2,"[7, 10]"
заздріла,1,[7]
спекти,3,"[7, 10, 17]"
запрягатися,1,[7]
задуманими,1,[7]
кертицями,1,[7]
приволіклася,1,[7]
виставало,1,[7]
пересіяною,1,[7]
рушилася,1,[7]
одніський,1,[7]
силувалася,1,[7]
товклося,1,[7]
найчорніша,1,[7]
пожаданої,1,[7]
фосфоричним,1,[7]
простиралися,1,[7]
холера,1,[7]
гарячці,3,"[7, 12, 13]"
зарилося,1,[7]
стараючися,1,[7]
зближенням,1,[7]
цвіркати,1,[7]
термосили,1,[7]
видряпається,1,[7]
заважила,1,[7]
заховувалася,1,[7]
найліпшого,1,[7]
підпору,2,"[7, 10]"
здута,1,[7]
змішана,1,[7]
мокротою,1,[7]
марширували,1,[7]
переховати,1,[7]
жовта,1,[7]
надмірно,1,[7]
злобою,2,"[7, 10]"
сформована,1,[7]
зросте,1,[7]
деревинка,1,[7]
відсунувши,1,[7]
різній,1,[7]
утішило,1,[7]
морозячою,1,[7]
невідрадне,1,[7]
темнішим,1,[7]
дороблялося,1,[7]
викрасти,1,[7]
захриплий,1,[7]
уложила,2,"[7, 8]"
понурився,1,[7]
найгіршим,1,[7]
кошик,2,"[7, 12]"
спекли,2,"[7, 8]"
вештанню,1,[7]
очутилася,1,[7]
вартості,2,"[7, 10]"
позбудуся,1,[7]
тетяною,1,[7]
сильнішого,2,"[7, 9]"
безладно,2,"[7, 10]"
мешкала,2,"[7, 10]"
розлучилися,1,[7]
хмарно,2,"[7, 8]"
помре,2,"[7, 10]"
витріщилася,1,[7]
спущена,1,[7]
помагала,4,"[7, 8, 15, 17]"
примкнув,1,[7]
вандрівки,1,[7]
оббіг,1,[7]
дурнуватим,1,[7]
когут,1,[7]
звінчати,1,[7]
зникаюче,1,[7]
заплямилася,1,[7]
жидівкою,1,[7]
морщина,1,[7]
жвавими,1,[7]
справ,3,"[7, 10, 11]"
вчув,1,[7]
пищала,2,"[7, 17]"
принесеним,1,[7]
покорою,1,[7]
медальйоном,1,[7]
тріскає,1,[7]
часок,2,"[7, 17]"
оглядався,3,"[7, 8, 12]"
бутне,1,[7]
здобувся,1,[7]
сиплячи,1,[7]
посмертні,1,[7]
настати,1,[7]
літньою,1,[7]
застудився,2,"[7, 12]"
погідні,1,[7]
тірольських,1,[7]
склала,4,"[7, 10, 11, 17]"
обдаровувала,1,[7]
гарбузина,1,[7]
зірветься,1,[7]
розповзалися,1,[7]
заховувався,1,[7]
оцьому,1,[7]
положенням,1,[7]
приневолила,1,[7]
переревізувати,1,[7]
скріпили,1,[7]
комісією,1,[7]
вижидати,1,[7]
книжкою,4,"[7, 8, 10, 14]"
докіїн,1,[7]
перерви,2,"[7, 12]"
капелюхом,1,[7]
дикіші,1,[7]
заголосив,1,[7]
вмерлому,1,[7]
кивнути,1,[7]
доперва,1,[7]
схилившися,1,[7]
закупна,1,[7]
присягнув,1,[7]
замельдувався,1,[7]
вб'ю,4,"[7, 12, 16, 17]"
підкидаючи,1,[7]
набита,2,"[7, 17]"
говірливий,1,[7]
недугах,1,[7]
хлипанням,1,[7]
обвила,1,[7]
інтимність,1,[7]
однакову,1,[7]
завдячувати,1,[7]
стерегла,3,"[7, 8, 17]"
позавтра,2,"[7, 10]"
сперся,5,"[7, 10, 11, 15, 17]"
пригладжуючи,2,"[7, 15]"
відокремлений,1,[7]
оранням,1,[7]
знімаючися,1,[7]
заграю,4,"[7, 8, 12, 15]"
голодує,1,[7]
дозору,1,[7]
німіла,2,"[7, 8]"
ухкання,1,[7]
уривалося,1,[7]
важилися,1,[7]
брутальній,1,[7]
впевняв,1,[7]
найдуть,2,"[7, 8]"
прибрати,4,"[7, 9, 10, 12]"
виверну,1,[7]
подалеку,1,[7]
зарібку,1,[7]
дитинячий,1,[7]
звірятко,3,"[7, 11, 12]"
звучність,1,[7]
простерлася,1,[7]
ланцем,1,[7]
лишалося,2,"[7, 12]"
погребла,1,[7]
утер,2,"[7, 8]"
пребагате,1,[7]
доконечне,1,[7]
рішучим,1,[7]
виголодніле,1,[7]
подумають,2,"[7, 12]"
клаці,1,[7]
неустанний,1,[7]
витуманила,1,[7]
працьовитістю,1,[7]
перев'язати,1,[7]
далекосяглість,1,[7]
жалеві,1,[7]
найглибшим,1,[7]
пустої,1,[7]
замкнене,1,[7]
оказувала,1,[7]
убійник,1,[7]
дощівкою,1,[7]
здавлюване,1,[7]
манило,2,"[7, 10]"
трактував,2,"[7, 10]"
урльоп,1,[7]
солодких,1,[7]
справлявся,1,[7]
виробити,1,[7]
риканням,1,[7]
премудрим,1,[7]
площині,2,"[7, 10]"
виступило,1,[7]
першоголіпшого,1,[7]
неприязним,1,[7]
обурена,1,[7]
умовляла,1,[7]
